hindi,awadhi
"उदार (परम श्रेष्ट एवं महान्‌) सर्पराज शेषजी भी सेनाका बोझ नहीं सह सकते, वे बार-बार मोहित हो जाते (घबड़ा जाते) हैं और पुनः-पुनः कच्छपकी कठोर पीठको दाँतोंसे पकड़ते हैं। ऐसा करते (अर्थात्‌ बार-बार दाँतोंको गड़ाकर कच्छपकी पीठपर लकीर-सी खींचते हुए) वे कैसे शोभा दे रहे हैं मानो श्रीरामचन्द्रजीकी सुन्दर प्रस्थानयात्राको परम सुहावनी जानकर उसकी अचल पवित्र कथाको सर्पराज शेषजी कच्छपकी पीठपर लिख रहे हों॥ २ ॥",जनु कमठ खर्पर सर्पपाज सो लिखत अबिचल पावनी॥ २ ॥
इस प्रकार कृपानिधान श्रीरामजी समुद्रतटपर जा उतरे। अनेकों रीछ-वानर वीर जहाँ-तहाँ फल खाने लगे॥ ३५ ॥,जहँ तहँ लागे खान फल भालु बिपुल कपि बीर॥ ३५ ॥
"वहाँ (लड्ढमें) जबसे हनुमानजी लड्डाको जलाकर गये, तबसे राक्षस भयभीत रहने लगे। अपने-अपने घरोंमें सब विचार करते हैं कि अब राक्षसकुलकी रक्षा [का कोई उपाय] नहीं है॥ १ ॥",निज निज गृहँ सब करहिं बिचारा। नहिं निसिचर कुल केर उबारा॥ १ ॥
"जिसके दूतका बल वर्णन नहीं किया जा सकता, उसके स्वयं नगरमें आनेपर कौन भलाई है (हमलोगोंकी बड़ी बुरी दशा होगी) ? दूतियोंसे नगरनिवासियोंके वचन सुनकर मन्दोदरी बहुत ही व्याकुल हो गयी॥ २ ॥",दूतिन्ह सन सुनि पुरजन बानी। मंदोददी अधिक अकुलानी॥ २ ॥
वह एकान्तमें हाथ जोड़कर पति (रावण) के चरणों लगी और नीतिरसमें पगी हुई वाणी बोली-हे प्रियतम! श्रीहरिसे विरोध छोड़ दीजिये। मेरे कहनेको अत्यन्त ही हितकर जानकर हृदयमें धारण कीजिये॥ ३ ॥,कंत करष हरि सन परिहरहू। मोर कहा अति हित हियें धरहू।॥ ३ ॥
"जिनके दूतकी करनीका विचार करते ही (स्मरण आते ही) राक्षसोंकी स्त्रियोंके गर्भ गिर जाते हैं, हे प्यारे स्वामी! यदि भला चाहते हैं, तो अपने मन्त्रीको बुलाकर उसके साथ उनकी स्त्रीको भेज दीजिये॥ ४ ॥",तासु नारि निज सचिव बोलाईं। पठवहु कंत जो चहहु भलाई॥ ४ ॥
"सीता आपके कुलरूपी कमलोंके वनको दुःख देनेवाली जाड़ेकी रात्रिके समान आयी है। हे नाथ! सुनिये, सीताको दिये (लौटाये) बिना शम्भु और ब्रह्माके किये भी आपका भला नहीं हो सकता॥ ५ ॥",सुनहु नाथ सीता बिनु दीन्हें। हित न तुम्हार संभु अज कीन्हें॥ ५ ॥
श्रीरामजीके बाण सर्पोके समूहके समान हैं और राक्षसोंके समूह मेढकके समान। जबतक वे इन्हें ग्रस नहीं लेते (निगल नहीं जाते) तबतक हठ छोड़कर उपाय कर लीजिये॥ ३६ ॥,जब लगि ग्रसत न तब लगि जतनु करहु तजि टेक॥ ३६ ॥
मूर्ख और जगत्प्रसिद्ध अभिमानी रावण कानोंसे उसकी वाणी सुनकर खूब हँसा [और बोला--] स्त्रियोंका स्वभाव सचमुच ही बहुत डरपोक होता है। मड़लमें भी भय करती हो! तुम्हारा मन (हृदय) बहुत ही कच्चा (कमजोर) है॥ १ ॥,सभय सुभाउ नारि कर साचा। मंगल महुँ भय मन अति काचा॥ १ ॥
"यदि वानरोंकी सेना आवेगी तो बेचारे राक्षस उसे खाकर अपना जीवननिर्वाह करेंगे। लोकपाल भी जिसके डरसे काँपते हैं, उसकी स्त्री डरती हो, यह बड़ी हँसीकी बात है॥ २ ॥",कंपहिं लोकप जाकीं त्रासा। तासु नारि सभीत बड़ि हासा॥ २ ॥
रावणने ऐसा कहकर हँसकर उसे हृदयसे लगा लिया और ममता बढ़ाकर ( अधिक ख्रेह दर्शाकर) वह सभामें चला गया। मन्दोदरी हृदयमें चिन्ता करने लगी कि पतिपर विधाता प्रतिकूल हो गये॥ ३ ॥,मंदोददी हृदय कर चिंता। भयउ कंत पर बिधि बिपरीता॥ ३ ॥
"ज्यों ही वह सभामें जाकर बैठा, उसने ऐसी खबर पायी कि शत्रुकी सारी सेना समुद्रके उस पार आ गयी है। उसने मन्त्रियोंसे पूछ कि उचित सलाह कहिये [अब क्‍या करना चाहिये ?]। तब वे सब हँसे और बोले कि चुप किये रहिये (इसमें सलाहकी कौन-सी बात है?)॥ ४ ॥",बूझेसि सच्चिव उच्चित मत कहहू। ते सब हँसे मष्ट करि रहहू॥ ४ ॥
"आपने देवताओं और राक्षसोंको जीत लिया, तब तो कुछ श्रम ही नहीं हुआ। फिर मनुष्य और वानर किस गिनतीमें हैं ?॥ ५ ॥",जितेहु सुरासुर तब श्रम नाहीं। नर बानर केहि लेखे माहीं॥ ५ ॥
"मन्त्री, वैद्य और गुरु, ये तीन यदि [अप्रसन्नताके] भय या [लाभकी] आशासे [हितकी बात  न कहकर] प्रिय बोलते हैं (ठकुरसुहाती कहने लगते हैं ); तो [क्रमशः ] राज्य, शरीर और धर्म-- इन तीनका शीघ्र ही नाश हो जाता है॥ ३७ ॥",राज धर्म तन तीनि कर होइ बेगिहीं नास॥ ३७ ॥
रावणके लिये भी वही सहायता (संयोग) आ बनी है। मन्त्री उसे सुना-सुनाकर (मुँहपर ) स्तुति करते हैं। [इसी समय] अवसर जानकर विभीषणजी आये। उन्होंने बड़े भाईके चरणोंमें सिर नवाया॥ १ ॥,अवसर जानि बिभीषनु आवा। भ्राता चरन सीसु तेहिं नावा॥ १ ॥
फिर वे सिर नवाकर अपने आसनपर बैठ गये और आज्ञा पाकर ये वचन बोले-हे कृपालु ! जब आपने मुझसे बात (राय) पूछी ही है तो हे तात! मैं अपनी बुद्धिके अनुसार आपके हितकी बात कहता हूँ--॥ २ ॥,जौ कृपाल पूँछिहु मोहि बाता। मति अनुरूप कहडेँ हित ताता॥ २ ॥
"जो मनुष्य अपना कल्याण, सुन्दर यश, सुबुद्धि, शुभ गति और नाना प्रकारके सुख चाहता हो, वह हे स्वामी! परस्त्रीके ललाटको चौथके चन्द्रमाकी तरह त्याग दे (अर्थात्‌ जैसे लोग चौथके चन्द्रमाको नहीं देखते, उसी प्रकार परस्त्रीका मुख ही न देखे)॥ ३ ॥",सो परनारि लिलार गोसाईं। तजउ चउथि के चंद कि नाईं॥ ३ ॥
"चौदहों भुवनोंका एक ही स्वामी हो, वह भी जीवोंसे वैर करके ठहर नहीं सकता (नष्ट हो जाता है)। जो मनुष्य गुणोंका समुद्र और चतुर हो, उसे चाहे थोड़ा भी लोभ क्‍यों न हो, तो भी कोई भला नहीं कहता॥ ४ ॥",गुन सागर नागर नर जोऊ। अलप लोभ भल कहडइ़ न कोऊ॥ ४ ॥
"हे नाथ! काम, क्रोध, मद और लोभ-ये सब नरकके रास्ते हैं। इन सबको छोड़कर श्रीरामचन्द्रजीको भजिये, जिन्हें संत (सत्पुरुष) भजते हैं॥ ३८ ॥",सब परिहरि रघुबीरहि भजहु भजहिं जेहि संत॥ ३८ ॥
"हे तात! राम मनुष्योंके ही राजा नहीं हैं। वे समस्त लोकोंके स्वामी और कालके भी काल हैं। वे [सम्पूर्ण ऐश्वर्य, यश, श्री, धर्म, वैराग्य एवं ज्ञानके भण्डार] भगवान्‌ हैं; वे निरामय (विकाररहित), अजन्मा, व्यापक, अजेय, अनादि और अनन्त ब्रह्म हैं॥ १ ॥",ब्रहा अनामय अज भगवंता। ब्यापक अजित अनादि अनंता॥ १ ॥
"उन कृपाके समुद्र भगवानने पृथ्वी, ब्राह्मण, गौ और देवताओंका हित करनेके लिये ही मनुष्य- शरीर धारण किया है। हे भाई! सुनिये, वे सेवकोंको आनन्द देनेवाले, दुष्टोंके समूहका नाश करनेवाले और वेद तथा धर्मकी रक्षा करनेवाले हैं॥ २ ॥",जन रंजन भंजन खल ब्राता। बेद धर्म रच्छक सुनु भ्राता॥ २ ॥
वैर त्यागकर उन्हें मस्तक नवाइये। वे श्रीरघुनाथजी शरणागतका दुःख नाश करनेवाले हैं। हे नाथ! उन प्रभु (सर्वेश्व) को जानकीजी दे दीजिये और बिना ही कारण स्नेह करनेवाले श्रीरामजीको भजिये॥ ३ ॥,देहु नाथ प्रभु कहूँ बैदेही। भजहु राम बिनु हेतु सनेही॥ ३ ॥
"जिसे सम्पूर्ण जगत्‌से द्रोह करनेका पाप लगा है, शरण जानेपर प्रभु उसका भी त्याग नहीं करते। जिनका नाम तीनों तापोंका नाश करनेवाला है, वे ही प्रभु (भगवान्‌) मनुष्यरूपमें प्रकट हुए हैं। है रावण! हृदयमें यह समझ लीजिये॥ ४ ॥",जासु नाम त्रय ताप नसावन। सोइह़ प्रभु प्रगट समुझु जियें रावन॥ ४ ॥
"हे दशशीश! मैं बार-बार आपके चरणों लगता हूँ और विनती करता हूँ कि मान, मोह और मदको त्यागकर आप कोसलपति श्रीरामजीका भजन कीजिये॥ ३९ (क) ॥",परिहरि मान मोह मद भजहु कोसलाधीस॥ ३९ (क) ॥
मुनि पुलस्त्यजीने अपने शिष्यके हाथ यह बात कहला भेजी है। हे तात! सुन्दर अवसर पाकर मैंने तुरंत ही वह बात प्रभु (आप) से कह दी॥ ३९ (ख) ॥,तुरत सो मैं प्रभुसन कही पाइ सुअवसरु तात॥ ३९ (ख) ॥
माल्यवान्‌ नामका एक बहुत ही बुद्धिमान्‌ मन्त्री था। उसने उन (विभीषण) के वचन सुनकर बहुत सुख माना [और कहा--] हे तात! आपके छोटे भाई नीतिविभूषण (नीतिको भूषणरूपमें धारण करनेवाले अर्थात्‌ नीतिमान्‌) हैं। विभीषण जो कुछ कह रहे हैं उसे हृदयमें धारण कर लीजिये॥ १ ॥,तात अनुज तब नीति बिभूषन। सो उर धरहु जो कहत बिभीषन॥ १ ॥
[रावणने कहा--] ये दोनों मूर्ख शत्रुकी महिमा बखान रहे हैं। यहाँ कोई है? इन्हें दूर करो न! तब माल्यवान्‌ तो घर लौट गया और विभीषणजी हाथ जोड़कर फिर कहने लगे--॥ २ ॥,माल्यवंत गृह गयउ बहोरी। कहड़ बिभीषनु पुनि कर जोरी॥ २ ॥
"हे नाथ! पुराण और वेद ऐसा कहते हैं कि सुबुद्धि (अच्छी बुद्धि) और कुबुद्धि (खोटी बुद्धि) सबके हृदयमें रहती हैं, जहाँ सुबुद्धि है, वहाँ नाना प्रकारकी सम्पदाएँ (सुखकी स्थिति) रहती हैं और जहाँ कुबुद्धि है, वहाँ परिणाममें विपत्ति (दुःख) रहती है॥ ३ ॥",जहाँ सुमति तहँ संपति नाना। जहाँ कुमति तहँ बिपति निदाना॥ ३ ॥
"आपके हृदयमें उलटी बुद्धि आ बसी है। इसीसे आप हितको अहित और श्रुको मित्र मान रहे हैं। जो राक्षणकुलके लिये कालरात्रि [के समान] हैं, उन सीतापर आपकी बड़ी प्रीति है॥ ४ ॥",कालराति निसिचर कुल केरी। तेहि सीता पर प्रीति घनेरी॥ ४ ॥
"हे तात! मैं चरण पकड़कर आपसे भीख माँगता हूँ (विनती करता हूँ) कि आप मेरा दुलार  रखिये (मुझ बालकके आग्रहको स्लेहपूर्वक स्वीकार कीजिये)। श्रीरमजीको सीताजी दे दीजिये, जिसमें आपका अहित न हो॥ ४० ॥",सीता देहु राम कहुँ अहित न होइ तुम्हार॥ ४० ॥
"विभीषणने पण्डितों, पुराणों और वेदोंद्वारा सम्मत (अनुमोदित) वाणीसे नीति बखानकर कही। पर उसे सुनते ही रावण क्रोधित होकर उठा और बोला कि रे दुष्ट! अब मृत्यु तेरे निकट आ गयी है!॥ १ ॥",सुनत दसानन उठा रिसाई। खल तोहि निकट मृत्यु अब आईं॥ १ ॥
"ओरे मूर्ख ! तू जीता तो है सदा मेरा जिलाया हुआ (अर्थात्‌ मेरे ही अन्नसे पल रहा है), पर हे मूढ! पक्ष तुझे शत्रुका ही अच्छा लगता है। आरे दुष्ट ! बता न, जगतूमें ऐसा कौन है जिसे मैंने अपनी भुजाओंके बलसे न जीता हो ?॥ २ ॥",कहसि न खल अस को जग माहीं। भुज बल जाहि जिता मैं नाहीं॥ २ ॥
मेरे नगरमें रहकर प्रेम करता है तपस्वियोंपर। मूर्ख। उन्हींसे जा मिल और उन्हींको नीति बता। ऐसा कहकर रावणने उन्हें लात मारी। परन्तु छोटे भाई विभीषणने (मारनेपर भी) बार-बार उसके चरण ही पकड़े॥ ३ ॥,अस कहि कीन्‍न्हेसि चरन प्रहारा। अनुज गहे पद बारहिं बारा॥ ३ ॥
"[शिवजी कहते हैं--] हे उमा! संतकी यही बड़ाई (महिमा) है कि वे बुराई करनेपर भी [बुराई करनेवालेकी ] भलाई ही करते हैं। [विभीषणजीने कहा--] आप मेरे पिताके समान हैं, मुझे मारा सो तो अच्छा ही किया; परन्तु हे नाथ! आपका भला श्रीरामजीको भजनेमें ही है॥ ४ ॥",तुम्ह पितु सरिस भलेहिं मोहि मारा। रामु भजें हित नाथ तुम्हारा॥ ४ ॥
[इतना कहकर] विभीषण अपने मन्त्रियोंकोी साथ लेकर आकाशमार्गमें गये और सबको सुनाकर वे ऐसा कहने लगे--॥ ५ ॥,सचिव संग ले नभ पथ गयऊ। सबहि सुनाइ कहत अस भयऊ॥ ५ ॥
"श्रीरामजी सत्यसंकल्प एवं [सर्वसमर्थ] प्रभु हैं और [हे रावण!] तुम्हारी सभा कालके वश है। अतः मैं अब श्रीरघुवीरकी शरण जाता हूँ, मुझे दोष न देना॥ ४१ ॥",मैं रघुबीर सरन अब जाउेँं देहु जनि खोरि॥ ४१ ॥
"ऐसा कहकर विभीषणजी ज्यों ही चले, त्यों ही सब राक्षस आयुहीन हो गये (उनकी मृत्यु निश्चित हो गयी)। [शिवजी कहते हैं--] हे भवानी ! साधुका अपमान तुरंत ही सम्पूर्ण कल्याणकी हानि (नाश) कर देता है॥ १ ॥",साधु अवग्या तुरत भवानी। कर कल्यान अखिल कै हानी॥ १ ॥
"रावणने जिस क्षण विभीषणको त्यागा, उसी क्षण वह अभागा वैभव (ऐश्वर्य) से हीन हो गया। विभीषणजी हर्षित होकर मनमें अनेकों मनोरथ करते हुए श्रीरघुनाथजीके पास चले॥ २ ॥",चलेउ हरषि रघुनायक पाहीं। करत मनोरथ बहु मन माहीं॥ २ ॥
"[वे सोचते जाते थे--] मैं जाकर भगवान्‌के कोमल और लाल वर्णके सुन्दर चरणकमलोंके दर्शन करूँगा, जो सेवकोंकों सुख देनेवाले हैं, जिन चरणोंका स्पर्श पाकर ऋषिपत्री अहल्या तर गयीं और जो दण्डकवनको पवित्र करनेवाले हैं॥ ३ ॥",जे पद परसि तरी रिषिनारी। दंडक कानन पावनकारी॥ ३ ॥
"जिन चरणोंको जानकीजीने हृदयमें धारण कर रखा है, जो कपटमृगके साथ पृथ्वीपर [उसे पकड़नेको] दौड़े थे और जो चरणकमल साक्षात्‌ शिवजीके हृदयरूपी सरोवरमें विराजते हैं, मेरा अहोभाग्य है कि उन्हींको आज मैं देखूँगा॥ ४ ॥",हर उर सर सरोज पद जेई। अहोभाग्य मैं देखिहें तेई॥ ४ ॥
"जिन चरणोंकी पादुकाओंमें भरतजीने अपना मन लगा रखा है, अहा! आज मैं उन्हीं चरणोंको अभी जाकर इन नेत्रोंसे देखूँगा॥ ४२ ॥",ते पद आजु बिलोकिहडें इन्ह नयनन्हि अब जाइ॥ ४२ ॥
इस प्रकार प्रेमसहित विचार करते हुए वे शीघ्र ही समुद्रके इस पार (जिधर श्रीरामचन्द्रजीकी सेना थी) आ गये। वानरोंने विभीषणको आते देखा तो उन्होंने जाना कि शत्रुका कोई खास दूत है॥ १ ॥,कपिन्ह बिभीषनु आवत देखा। जाना कोड रिपु दूत बिसेषा॥ १ ॥
"उन्हें [पहरेपर] ठहराकर वे सुग्रीवके पास आये और उनको सब समाचार कह सुनाये। सुग्रीवने [ श्रीरमजीके पास जाकर] कहा-हे रघुनाथजी ! सुनिये, रावणका भाई [ आपसे ] मिलने आया है॥ २ ॥",कह सुग्रीवः सुनहु रघुराई। आवा मिलन दसानन भाई॥ २ ॥
"प्रभु श्रीगरामजीने कहा--हे मित्र! तुम क्या समझते हो (तुम्हारी क्‍या राय है) ? वानरराज सुग्रीवने कहा-हे महाराज! सुनिये, राक्षस्रोंकी माया जानी नहीं जाती। यह इच्छानुसार रूप बदलनेवाला (छली) न जाने किस कारण आया है॥ ३ ॥",जानि न जाइ निसाचर माया। कामरूप केहि कारन आया॥ ३ ॥
[जान पड़ता है] यह मूर्ख हमारा भेद लेने आया है। इसलिये मुझे तो यही अच्छा लगता है कि इसे बाँध रखा जाय। [श्रीरमजीने कहा--] हे मित्र! तुमने नीति तो अच्छी विचारी। परन्तु मेरा प्रण तो है शरणागतके भयकों हर लेना!॥ ४ ॥,सखा नीति तुम्ह नीकि बिचारी। मम पन सरनागत भयहारी॥ ४ ॥
प्रभुके वचन सुनकर हनुमानजी हर्षित हुए [और मन-ही-मन कहने लगे कि] भगवान्‌ कैसे शरणागतवत्सल (शरणमें आये हुएपर पिताकी भाँति प्रेम करनेवाले) हैं॥ ५ ॥,सुनि प्रभु बचन हरष हनुमाना। सरनागत बच्छल भगवाना॥ ५ ॥
"[ श्रीरामजी फिर बोले--] जो मनुष्य अपने अहितका अनुमान करके शरणमें आये हुएका त्याग कर देते हैं, वे पामर (श्ुद्र) हैं, पापमय हैं; उन्हें देखनेमें भी हानि है (पाप लगता है)॥ ४३ ॥",ते नर पावर पापमय तिन्हहि बिलोकत हानि॥ ४३ ॥
"जिसे करोड़ों ब्राह्मणोंकी हत्या लगी हो, शरणमें आनेपर मैं उसे भी नहीं त्यागता। जीव ज्यों ही मेरे सम्मुख होता है, त्यों ही उसके करोड़ों जन्मोंके पाप नष्ट हो जाते हैं॥ १ ॥",सनमुख होइ जीव मोहि जबहीं। जन्म कोटि अघ नासहिं तबहीं॥ १ ॥
पापीका यह सहज स्वभाव होता है कि मेरा भजन उसे कभी नहीं सुहाता। यदि वह (रावणका भाई) निश्चय ही दुष्ट हृदयका होता तो क्‍या वह मेरे सम्मुख आ सकता था?॥ २ ॥,जौं पै दुष्ट हृदय सोइ होई। मोरें सममुख आव कि सोई॥ २ ॥
"जो मनुष्य निर्मल मनका होता है, वही मुझे पाता है। मुझे कपट और छल-हिद्र नहीं सुहाते। यदि उसे रावणने भेद लेनेको भेजा है, तब भी हे सुग्रीव! अपनेको कुछ भी भय या हानि नहीं है॥ ३ ॥",भेद लेन पठवा दससीसा। तबहूुँ न कछु भय हानि कपीसा॥ ३ ॥
"क्योंकि हे सखे! जगतूमें जितने भी राक्षस हैं, लक्ष्मण क्षणभरमें उन सबको मार सकते हैं और यदि वह भयभीत होकर मेरे शरण आया है तो मैं उसे प्राणोंकी तरह रखूँगा॥ ४ ॥",जौं सभीत आवा सरनाईं। रखिहें ताहि प्रान की नाईं॥ ४ ॥
कृपाके धाम श्रीरामजीने हँसकर कहा-दोनों ही स्थितियोंमें उसे ले आओ। तब अंगद और हनुमानूसहित सुग्रीवजी 'कृपालु श्रीरामकी जय हो' कहते हुए चले॥ ४४ ॥,जय कृपाल कहि कपि चले अंगद हनू समेत॥ ४४ ॥
"विभीषणजीको आदरसहित आगे करके वानर फिर वहाँ चले, जहाँ करुणाकी खान श्रीरघुनाथजी थे। नेत्रोंको आनन्दका दान देनेवाले (अत्यन्त सुखद) दोनों भाइयोंको विभीषणजीने दूरहीसे देखा॥ १ ॥",दूरिहे ते देखे द्वौ भ्राता। नयनानंद दान के दाता॥ १ ॥
"फिर शोभाके धाम श्रीरामजीको देखकर वे पलक [मारना] रोककर ठिठककर (स्तब्ध होकर) एकटक देखते ही रह गये। भगवान्‌की विशाल भुजाएँ हैं, लाल कमलके समान नेत्र हैं और शरणागतके भयका नाश करनेवाला साँवला शरीर है॥ २ ॥",भुज प्रलंब कंजारुन लोचन। स्यामल गात प्रनत भय मोचन॥ २ ॥
"सिंहके-से कंधे हैं, विशाल वक्षःस्थल (चौड़ी छाती) अत्यन्त शोभा दे रहा है। असंख्य कामदेवोंके मनको मोहित करनेवाला मुख है। भगवान्‌के स्वरूपको देखकर विभीषणजीके नेत्रोंमें [प्रेमाश्रुओंका] जल भर आया और शरीर अत्यन्त पुलकित हो गया। फिर मनमें धीरज धरकर उन्होंने कोमल वचन कहे॥ ३ ॥",नयन नीर पुलकित अति गाता। मन धरि धीर कही मृदु बाता॥ ३ ॥
"हे नाथ! मैं दशमुख रावणका भाई हूँ। हे देवताओंके रक्षक! मेरा जन्म राक्षसकुलमें हुआ है। मेरा तामसी शरीर है, स्वभावसे ही मुझे पाप प्रिय हैं, जैसे उल्लूको अन्धकारपर सहज ख्रेह होता है॥ ४ ॥",सहज पापप्रिय तामस देहा। जथा उलूकहि तम पर नेहा॥ ४ ॥
"मैं कानोंसे आपका सुयश सुनकर आया हूँ कि प्रभु भव (जन्म-मरण) के भयका नाश करनेवाले हैं। हे दुखियोंके दुःख दूर करनेवाले और शरणागतको सुख देनेवाले श्रीरघुवीर ! मेरी रक्षा कीजिये, रक्षा कीजिये॥ ४५ ॥",त्राहि त्राहि आरति हरन सरन सुखद रघुबीर॥ ४५ ॥
प्रभुने उन्हें ऐसा कहकर दण्डवत्‌ करते देखा तो वे अत्यन्त हर्षित होकर तुरंत उठे। विभीषणजीके दीन वचन सुननेपर प्रभुके मनको बहुत ही भाये। उन्होंने अपनी विशाल भुजाओंसे पकड़कर उनको हृदयसे लगा लिया॥ १ ॥,दीन बचन सुनि प्रभु मन भावा। भुज बिसाल गहि हृदय लगावा॥ १ ॥
छोटे भाई लक्ष्मणजीसहित गले मिलकर उनको अपने पास बैठाकर श्रीरामजी भक्तोंके भयको हरनेवाले वचन बोले--हे लंकेश।! परिवारसहित अपनी कुशल कहो। तुम्हारा निवास बुरी जगहपर है॥ २ ॥,कहु लंकेस सहित परिवारा। कुसल कुठाहर बास तुम्हारा॥ २ ॥
"दिन-रात दुष्टोंकी मण्डलीमें बसते हो। [ऐसी दशामें] हे सखे ! तुम्हारा धर्म किस प्रकार निभता है? मैं तुम्हारी सब रीति (आचार-व्यवहार) जानता हूँ। तुम अत्यन्त नीतिनिपुण हो, तुम्हें अनीति नहीं सुहाती॥ ३ ॥",मैं जानउँ तुम्हारि सब रीती। अति नय निपुन न भाव अनीती॥ ३ ॥
"हे तात! नरकमें रहना वरं अच्छा है, परन्तु विधाता दुष्टका संग [कभी] न दे। [विभीषणजीने कहा--] हे रघुनाथजी! अब आपके चरणोंका दर्शन कर कुशलसे हूँ, जो आपने अपना सेवक जानकर मुझपर दया की है॥ ४ ॥",अब पद देखि कुसल रघुराया। जौं तुम्ह कीन्हि जानि जन दाया॥ ४ ॥
"तबतक जीवकी कुशल नहीं और न स्वप्रमें भी उसके मनको शान्ति है, जबतक वह शोकके घर काम (विषय-कामना) को छोड़कर श्रीरामजीको नहीं भजता॥ ४६ ॥",जब लगि भजत न राम कहूँ सोक धाम तजि काम॥ ४६ ॥
"लोभ, मोह, मत्सर (डाह), मद और मान आदि अनेकों दुष्ट तभीतक हृदयमें बसते हैं, जबतक कि धनुष-बाण और कमरमें तरकस धारण किये हुए श्रीरघुनाथजी हृदयमें नहीं बसते॥ १ ॥",जब लगि उर न बसत रघुनाथा। धरें चाप सायक कटि भाथा॥ १ ॥
"ममता पूर्ण अँधेरी रात है, जो राग-द्वेषरूपी उल्लुओंको सुख देनेवाली है। वह (ममतारूपी रात्रि) तभीतक जीवके मनमें बसती है, जबतक प्रभु (आप) का प्रतापरूपी सूर्य उदय नहीं होता॥ २ ॥",तब लगि बसति जीव मन माहीं। जब लगि प्रभु प्रताप रबि नाहीं॥ २ ॥
"हे श्रीगमजी ! आपके चरणारविन्दके दर्शन कर अब मैं कुशलसे हूँ, मेरे भारी भय मिट गये। हे कृपालु! आप जिसपर अनुकूल होते हैं, उसे तीनों प्रकारके भवशूल (आध्यात्मिक, आधिदेविक और आधिभौतिक ताप) नहीं व्यापते॥ ३ ॥",तुम्ह कृपाल जा पर अनुकूला। ताहि न ब्याप त्रिबिध भव सूला॥ ३ ॥
"मैं अत्यन्त नीच स्वभावका राक्षस हूँ। मैंने कभी शुभ आचरण नहीं किया। जिनका रूप मुनियोंके भी ध्यानमें नहीं आता, उन प्रभुने स्वयं हर्षित होकर मुझे हृदयसे लगा लिया॥ ४ ॥",जासु रूप मुनि ध्यान न आवा। तेहिं प्रभु हरषि हृदय मोहि लावा॥ ४ ॥
"हे कृपा और सुखके पुञझ्न श्रीरामजी ! मेरा अत्यन्त असीम सौभाग्य है, जो मैंने ब्रह्मा और शिवजीके द्वारा सेवित युगल चरणकमलोंको अपने नेत्रोंसे देखा॥ ४७ ॥",देखे नयन बिरंचि सिव सेब्य जुगल पद कंज॥ ४७ ॥
"[ श्रीगमजीने कहा--] हे सखा! सुनो, मैं तुम्हें अपना स्वभाव कहता हूँ, जिसे काकभुशुण्डि, शिवजी और पार्वतीजी भी जानती हैं। कोई मनुष्य [सम्पूर्ण] जड-चेतन जगत्का द्रोही हो, यदि वह भी भयभीत होकर मेरी शरण तककर आ जाय,॥ १ ॥",जौं नर होह चराचर द्रोही। आवै सभय सरन तकि मोही॥ १ ॥
"और मद, मोह तथा नाना प्रकारके छल-कपट त्याग दे तो मैं उसे बहुत शीघ्र साधुके समान कर देता हूँ। माता, पिता, भाई, पुत्र, स्त्री, शरीर, धन, घर, मित्र और परिवार--॥ २ ॥",जननी जनक बंधु सुत दारा। तनु धनु भवन सुहृद परिवारा॥ २ ॥
"इन सबके ममत्वरूपी तागोंको बटोरकर और उन सबकी एक डोरी बटकर उसके द्वारा जो अपने मनको मेरे चरणोंमें बाँध देता है (सारे सांसारिक सम्बन्धोंका केन्द्र मुझे बना लेता है), जो समदर्शी है, जिसे कुछ इच्छा नहीं है और जिसके मनमें हर्ष, शोक और भय नहीं है॥ ३ ॥",समदरसी इच्छा कछु नाहीं। हरष सोक भय नहिं मन माहीं॥ ३ ॥
"ऐसा सज्जन मेरे हृदयमें कैसे बसता है, जैसे लोभीके हृदयमें धन बसा करता है। तुम-सरीखे संत ही मुझे प्रिय हैं। में और किसीके निहोरेसे (कृतज्ञतावश) देह धारण नहीं करता॥ ४ ॥",तुम्ह सारिखे संत प्रिय मोरें। धर देह नहिं आन निहोरें॥ ४ ॥
"जो सगुण (साकार) भगवान्‌के उपासक हैं, दूसरेके हितमें लगे रहते हैं, नीति और नियमोंमें दृढ़ हैं और जिन्हें ब्राह्मणोंके चरणोंमें प्रेम है, वे मनुष्य मेरे प्राणोंके समान हैं॥ ४८ ॥",ते नर प्रान समान मम जिन्ह कें द्विज पद प्रेम॥ ४८ ॥
"हे लड्ढ्पति! सुनो, तुम्हारे अंदर उपर्युक्त सब गुण हैं। इससे तुम मुझे अत्यन्त ही प्रिय हो। श्रीरामजीके वचन सुनकर सब वानरोंके समूह कहने लगे--कृपाके समूह श्रीरामजीकी जय हो!॥ १ ॥",राम बचन सुनि बानर जूथा। सकल कहहिं जय कृपा बरूथा॥ १ ॥
"प्रभुकी वाणी सुनते हैं और उसे कानोंके लिये अमृत जानकर विभीषणजी अपघाते नहीं हैं। वे बार-बार श्रीरामजीके चरणकमलोंको पकड़ते हैं। अपार प्रेम है, हृदयमें समाता नहीं है॥ २ ॥",पद अंबुज गहि बारहिं बारा। हृदय समात न प्रेमु अपारा॥ २ ॥
